COUNT,RAW,SKF,TIMETAKEN
1145,609.09,609.84,1
1146,609.21,609.83,1
1147,609.21,609.82,1
1148,609.21,609.81,1
1149,609.41,609.81,1
1150,609.41,609.8,1
1151,609.01,609.79,1
1152,609.01,609.78,1
1153,609.01,609.77,1
1154,608.84,609.76,1
1155,608.84,609.74,1
1156,609.18,609.74,1
1157,609.18,609.73,1
1158,609.13,609.72,1
1159,609.13,609.71,1
1160,609.13,609.71,1
1161,609.03,609.7,1
1162,609.03,609.69,1
1163,609.22,609.68,1
1164,609.22,609.68,1
1165,609.22,609.67,1
1166,609.09,609.66,1
1167,609.09,609.66,1
1168,626.38,609.86,1
1169,626.38,610.09,1
1170,626.38,610.35,1
1171,608.96,610.33,1
1172,608.96,610.3,1
1173,608.95,610.28,1
1174,608.95,610.25,1
1175,608.95,610.23,1
1176,609.11,610.21,1
1177,609.11,610.19,1
1178,608.79,610.17,1
1179,608.79,610.14,1
1180,609.1,610.12,1
1181,609.1,610.11,1
1182,609.1,610.09,1
1183,609.25,610.07,1
1184,609.25,610.06,1
1185,609.11,610.04,1
1186,609.11,610.03,1
1187,609.11,610.01,1
1188,609.1,610,1
1189,609.1,609.98,1
1190,609.31,609.97,1
1191,609.31,609.96,1
1192,609.31,609.95,1
1193,626.94,610.22,1
1194,626.94,610.52,1
1195,609.21,610.5,1
1196,609.21,610.47,1
1197,609.21,610.44,1
1198,609.16,610.42,1
1199,609.16,610.39,1
1200,609.5,610.37,1
1201,609.5,610.36,1
1202,608.92,610.33,1
1203,608.92,610.3,1
1204,608.92,610.28,1
1205,609.09,610.25,1
1206,609.09,610.23,1
1207,609.16,610.21,1
1208,609.16,610.19,1
1209,609.16,610.17,1
1210,609.13,610.15,1
1211,609.13,610.13,1
1212,609.09,610.12,1
1213,609.09,610.1,1
1214,609.09,610.08,1
1215,609.2,610.06,1
1216,609.2,610.05,1
1217,616.57,610.16,1
1218,616.57,610.28,1
1219,616.96,610.4,1
1220,609.38,610.38,1
1221,609.38,610.36,1
1222,609,610.34,1
1223,609,610.31,1
1224,609.02,610.29,1
1225,609.02,610.26,1
1226,609.02,610.24,1
1227,609.11,610.22,1
1228,609.11,610.2,1
1229,609.05,610.18,1
1230,609.05,610.16,1
1231,609.05,610.14,1
1232,608.94,610.11,1
1233,608.94,610.09,1
1234,609.07,610.07,1
1235,609.07,610.06,1
1236,609.07,610.04,1
1237,609.2,610.02,1
1238,609.2,610.01,1
1239,609.29,610,1
1240,609.29,609.99,1
1241,609.12,609.97,1
1242,609.12,609.96,1
1243,609.12,609.94,1
1244,616.34,610.05,1
1245,616.34,610.16,1
1246,609.28,610.14,1
1247,609.28,610.13,1
1248,609.28,610.11,1
1249,609.41,610.1,1
1250,609.41,610.09,1
1251,609.14,610.07,1
1252,609.14,610.05,1
1253,609.14,610.04,1
1254,609.18,610.02,1
1255,609.18,610.01,1
1256,609.22,610,1
1257,609.22,609.99,1
1258,609.22,609.97,1
1259,608.99,609.96,1
1260,608.99,609.94,1
1261,609.05,609.93,1
1262,609.05,609.91,1
1263,609,609.9,2
1264,609,609.89,1
1265,608.94,609.87,2
1266,608.94,609.86,1
1267,619.87,610.01,1
1268,619.87,610.17,1
1269,609.18,610.15,1
1270,609.18,610.14,1
1271,609.18,610.12,1
1272,608.89,610.1,2
1273,608.89,610.08,1
1274,609.05,610.06,1
1275,609.05,610.04,1
1276,609.05,610.03,1
1277,609.21,610.01,1
1278,609.21,610,1
1279,608.72,609.98,1
1280,608.72,609.96,1
1281,608.72,609.94,1
1282,608.91,609.92,1
1283,608.91,609.9,1
1284,609.02,609.89,1
1285,609.02,609.88,1
1286,609.08,609.86,1
1287,609.08,609.85,1
1288,609.08,609.84,1
1289,609.15,609.83,1
1290,609.15,609.82,1
1291,620.64,609.98,1
1292,620.64,610.16,1
1293,620.64,610.35,1
1294,608.95,610.32,1
1295,608.95,610.3,1
1296,608.95,610.27,1
1297,608.95,610.24,1
1298,608.95,610.22,1
1299,608.83,610.19,1
1300,608.83,610.17,1
1301,609.26,610.15,1
