RAW,SKF
607.78,608.03
607.78,608.03
607.69,608.03
607.69,608.03
607.81,608.03
607.81,608.03
607.87,608.02
607.87,608.02
607.87,608.02
607.90,608.02
607.90,608.02
607.81,608.02
607.81,608.02
607.81,608.02
608.00,608.02
608.00,608.02
607.89,608.02
607.89,608.02
607.89,608.02
607.72,608.01
607.72,608.01
608.05,608.01
608.05,608.01
607.69,608.01
607.69,608.01
607.69,608.01
607.72,608.01
607.72,608.00
608.02,608.00
608.02,608.00
608.02,608.00
607.97,608.00
607.97,608.00
607.99,608.00
607.99,608.00
608.00,608.00
608.00,608.00
608.00,608.00
611.00,608.02
611.00,608.04
607.74,608.03
607.74,608.03
607.74,608.03
607.82,608.03
607.82,608.03
607.68,608.03
607.68,608.02
608.02,608.02
608.02,608.02
608.02,608.02
607.61,608.02
607.61,608.02
607.74,608.02
607.74,608.02
607.74,608.02
607.93,608.01
607.93,608.01
607.93,608.01
607.93,608.01
607.93,608.01
607.74,608.01
607.74,608.01
612.55,608.03
612.55,608.06
612.55,608.08
607.92,608.08
607.92,608.08
607.77,608.08
607.77,608.08
607.89,608.08
607.89,608.08
607.89,608.07
607.81,608.07
607.81,608.07
607.89,608.07
607.89,608.07
607.89,608.07
607.84,608.07
607.84,608.07
607.77,608.06
607.77,608.06
607.77,608.06
608.01,608.06
608.01,608.06
607.93,608.06
607.93,608.06
611.42,608.08
611.42,608.10
611.42,608.11
608.08,608.11
608.08,608.11
607.86,608.11
607.86,608.11
607.86,608.11
607.92,608.11
607.92,608.11
607.79,608.11
607.79,608.10
607.79,608.10
607.79,608.10
607.79,608.10
